,Kanji,Number (KANJIDIC),Heisig RTK1/3,JIS,KanKen (Jun1=1.5) (Jun2=2.5),strokes,Kana,English
,長,1905,1920,4439,9,8,チョウ    なが.い    おさ    Name Readings:  お    おしゃ    たかし    たけ    な    は    ひさ    ,"long, leader "
,門,2703,1616,4C67,9,8,モン    かど    と    Name Readings:  じょう    も    ,gates 
,間,430,1620,3456,9,12,カン    ケン    あいだ    ま    あい    ,"interval, space "
,雪,1571,1143,4063,9,11,セツ    ゆき    Name Readings:  せっ    ぶき    ,snow 
,雲,126,423,3140,9,12,ウン    くも    -ぐも    Name Readings:  き    ずも    のめ    ,cloud 
,電,2011,535,4545,9,13,デン    ,electricity 
,頭,2080,1441,462C,9,16,トウ    ズ    ト    あたま    かしら    -がしら    かぶり    Name Readings:  かみ    がみ    ちゃん    つむり    づ    ,"head, counter for large animals "
,顔,449,1717,3469,9,18,ガン    かお    ,"face, expression "
,風,2437,524,4977,9,9,フウ    フ    かぜ    かざ-    -かぜ    Name Readings:  い    え    ,"wind, air, style, manner "
,食,1419,1472,3F29,9,9,ショク    ジキ    く.う    く.らう    た.べる    は.む    Name Readings:  ぐい    ,"eat, food "
,首,1211,70,3C73,9,9,シュ    くび    Name Readings:  おびと    こべ    す    ,neck 
,馬,2209,1978,474F,9,10,バ    うま    うま-    ま    Name Readings:  た    ばん    め    も    ,horse 
,高,912,307,3962,9,10,コウ    たか.い    たか    -だか    たか.まる    たか.める    Name Readings:  か    こ    じょい    た    はか    ,"tall, high, expensive "
,魚,561,171,357B,9,11,ギョ    うお    さかな    -ざかな    Name Readings:  い    ,fish 
,鳥,1907,1941,443B,9,11,チョウ    とり    Name Readings:  か    と    とっ    ,"bird, chicken "
,鳴,2668,1942,4C44,9,14,メイ    な.く    な.る    な.らす    Name Readings:  なり    なる    ,"chirp, cry, bark, sound, ring, echo, honk "
,麦,2256,1533,477E,9,7,バク    むぎ    ,"barley, wheat "
,黄,199,1750,322B,9,11,コウ    オウ    き    こ-    Name Readings:  うい    れい    ,yellow 
,黒,931,174,3975,9,11,コク    くろ    くろ.ずむ    くろ.い    ,black 
,丁,1876,91,437A,8,2,チョウ    テイ    チン    トウ    チ    ひのと    ,"street, ward, town, counter for guns, tools, leaves or cakes of something, even number, 4th calendar sign "
,世,1508,28,4024,8,5,セイ    セ    ソウ    よ    さんじゅう    Name Readings:  とし    ゆ    ゆき    ,"generation, world, society, public "
,両,2850,1168,4E3E,8,6,リョウ    てる    ふたつ    Name Readings:  もろ    ,"both, old Japanese coin, counter for vehicles, two "
,主,1199,266,3C67,8,5,シュ    ス    シュウ    ぬし    おも    あるじ    Name Readings:  かず    ず    もん    ,"lord, chief, master, main thing, principal "
,乗,1388,1585,3E68,8,9,ジョウ    ショウ    の.る    -の.り    の.せる    Name Readings:  のり    ,"ride, power, multiplication, record, counter for vehicles, board, mount, join "
,予,2755,1593,4D3D,8,4,ヨ    シャ    あらかじ.め    ,"beforehand, previous, myself, I "
,事,1120,1156,3B76,8,8,ジ    ズ    こと    つか.う    つか.える    Name Readings:  ろ    ,"matter, thing, fact, business, reason, possibly "
,仕,1071,960,3B45,8,5,シ    ジ    つか.える    ,"attend, doing, official, serve "
,他,1722,961,423E,8,5,タ    ほか    ,"other, another, the others "
,代,1761,1005,4265,8,5,ダイ    タイ    か.わる    かわ.る    かわ.り    -がわ.り    か.える    よ    しろ    Name Readings:  す    ,"substitute, change, convert, replace, period, age, generation, charge, rate, fee "
,住,1249,954,3D3B,8,7,ジュウ    ヂュウ    チュウ    す.む    す.まう    -ず.まい    Name Readings:  し    じゅ    すみ    ,"dwell, reside, live, inhabit "
,使,1074,990,3B48,8,8,シ    つか.う    つか.い    -つか.い    -づか.い    ,use 
,係,682,1392,3738,8,9,ケイ    かか.る    かかり    -がかり    かか.わる    ,"person in charge, connection, duty, concern oneself "
,倍,2222,992,475C,8,10,バイ    Name Readings:  べ    ます    ,"double, twice, times, fold "
,全,1618,263,4134,8,6,ゼン    まった.く    すべ.て    Name Readings:  たけ    まさ    ,"whole, entire, all, complete, fulfill "
,具,645,74,3671,8,8,グ    そな.える    つぶさ.に    Name Readings:  とも    ,"tool, utensil, means, possess, ingredients, counter for armor, suits, sets of furniture "
,写,1172,1247,3C4C,8,5,シャ    ジャ    うつ.す    うつ.る    うつ-    うつ.し    ,"copy, be photographed, describe "
,列,2903,812,4E73,8,18,レツ    レ    Name Readings:  れっ    ,"file, row, rank, tier, column "
,助,1307,1782,3D75,8,7,ジョ    たす.ける    たす.かる    す.ける    すけ    ,"help, rescue, assist "
,勉,2501,1975,4A59,8,10,ベン    つと.める    Name Readings:  ひこ    やつ    ,exertion 
,動,2084,1676,4630,8,11,ドウ    うご.く    うご.かす    Name Readings:  るぎ    ,"move, motion, change, confusion, shift, shake "
,勝,1317,1209,3E21,8,12,ショウ    か.つ    -が.ち    まさ.る    すぐ.れる    かつ    Name Readings:  かち    と    よし    ,"victory, win, prevail, excel "
,化,217,1008,323D,8,4,カ    ケ    ば.ける    ば.かす    ふ.ける    け.する    ,"change, take the form of, influence, enchant, delude, -ization "
,区,636,1696,3668,8,4,ク    オウ    コウ    ,"ward, district "
,医,69,1694,3065,8,7,イ    い.やす    い.する    くすし    ,"doctor, medicine "
,去,548,750,356E,8,5,キョ    コ    さ.る    -さ.る    Name Readings:  い    ,"gone, past, quit, leave, elapse, eliminate, divorce "
,反,2287,722,483F,8,4,ハン    ホン    タン    ホ    そ.る    そ.らす    かえ.す    かえ.る    -かえ.る    Name Readings:  そり    た    ,anti- 
,取,1200,819,3C68,8,8,シュ    と.る    と.り    と.り-    とり    -ど.り    Name Readings:  どる    ,"take, fetch, take up "
,受,1213,735,3C75,8,8,ジュ    う.ける    -う.け    う.かる    Name Readings:  じょ    ,"accept, undergo, answer (phone), take, get, catch, receive "
,号,916,1242,3966,8,5,ゴウ    さけ.ぶ    よびな    ,"nickname, number, item, title, pseudonym, name, call "
,向,846,183,387E,8,6,コウ    む.く    む.い    -む.き    む.ける    -む.け    む.かう    む.かい    む.こう    む.こう-    むこ    むか.い    Name Readings:  こお    た    な    むか    むかい    むこう    ,"yonder, facing, beyond, confront, defy, tend toward, approach "
,君,673,1162,372F,8,7,クン    きみ    -ぎみ    Name Readings:  み    ,"old boy, name-suffix "
,味,2635,219,4C23,8,8,ミ    あじ    あじ.わう    ,"flavor, taste "
,命,2663,1400,4C3F,8,8,メイ    ミョウ    いのち    ,"fate, command, decree, destiny, life, appoint "
,和,2948,897,4F42,8,8,ワ    オ    カ    やわ.らぐ    やわ.らげる    なご.む    なご.やか    Name Readings:  あい    いず    かず    かつ    かつり    かづ    たけ    ち    とも    な    にぎ    まさ    やす    よし    より    わだこ    わっ    ,"harmony, Japanese style, peace, soften, Japan "
,品,2392,23,494A,8,9,ヒン    ホン    しな    ,"goods, refinement, dignity, article, counter for meal courses "
,員,87,56,3077,8,10,イン    Name Readings:  いな    かず    ,"employee, member, number, the one in charge "
,商,1322,439,3E26,8,11,ショウ    あきな.う    Name Readings:  あき    ,"make a deal, selling, dealing in, merchant "
,問,2700,1617,4C64,8,11,モン    と.う    と.い    とん    Name Readings:  はる    ,"question, ask, problem "
,坂,1008,723,3A64,8,7,ハン    さか    Name Readings:  か    ざ    ,"slope, incline, hill "
,央,185,1740,317B,8,5,オウ    Name Readings:  あきら    え    お    さと    ちか    てる    なか    ひさ    ひろ    や    ,"center, middle "
,始,1081,747,3B4F,8,8,シ    はじ.める    -はじ.める    はじ.まる    Name Readings:  もと    ,"commence, begin "
,委,49,913,3051,8,8,イ    ゆだ.ねる    Name Readings:  まかせ    ,"committee, entrust to, leave to, devote, discard "
,守,1201,186,3C69,8,6,シュ    ス    まも.る    まも.り    もり    -もり    かみ    Name Readings:  う    し    も    て    ,"guard, protect, defend, obey "
,安,34,190,3042,8,6,アン    やす.い    やす.まる    やす    やす.らか    Name Readings:  あ    あす    あず    あっ    や    ,"relax, cheap, low, quiet, rested, contented, peaceful "
,定,1954,382,446A,8,8,テイ    ジョウ    さだ.める    さだ.まる    さだ.か    Name Readings:  さた    ,"determine, fix, establish, decide "
,実,1162,1572,3C42,8,8,ジツ    シツ    み    みの.る    まこと    まことに    みの    みち.る    Name Readings:  ぐみ    さね    ,"reality, truth "
,客,520,294,3552,8,9,キャク    カク    ,"guest, visitor, customer, client "
,宮,530,1033,355C,8,10,キュウ    グウ    ク    クウ    みや    Name Readings:  ぐ    み    ,"shinto shrine, constellations, palace, princess "
,宿,1263,995,3D49,8,11,シュク    やど    やど.る    やど.す    Name Readings:  すく    ぶすき    やけ    ,"inn, lodging, relay station, dwell, lodge, be pregnant, home, dwelling "
,寒,384,1526,3428,8,12,カン    さむ.い    Name Readings:  さ    さん    ,cold 
,対,1740,1726,4250,8,7,タイ    ツイ    あいて    こた.える    そろ.い    つれあ.い    なら.ぶ    むか.う    Name Readings:  つし    ,"vis-a-vis, opposite, even, equal, versus, anti-, compare "
,局,605,1066,3649,8,7,キョク    つぼね    ,"bureau, board, office, affair, conclusion, court lady, lady-in-waiting, her apartment "
,屋,204,1058,3230,8,9,オク    や    Name Readings:  た    ,"roof, house, shop, dealer, seller "
,岸,439,1653,345F,8,8,ガン    きし    Name Readings:  けし    ,beach 
,島,2045,1948,4567,8,10,トウ    しま    ,island 
,州,1225,128,3D23,8,6,シュウ    ス    す    Name Readings:  くに    ,"state, province "
,帳,1882,1922,4422,8,11,チョウ    とばり    ,"notebook, account book, album "
,平,2475,1484,4A3F,8,5,ヘイ    ビョウ    ヒョウ    たい.ら    -だいら    ひら    ひら-    Name Readings:  たいら    たら    はち    ひ    ひとし    へ    へん    ,"even, flat, peace "
,幸,858,1505,392C,8,8,コウ    さいわ.い    さち    しあわ.せ    Name Readings:  こ    さき    さし    さっ    とも    ひろ    みゆき    ゆ    ゆき    よし    ,"happiness, blessing, fortune "
,度,2031,1194,4559,8,9,ド    ト    タク    たび    -た.い    Name Readings:  のり    ,"degrees, occurrence, time, counter for occurrences "
,庫,795,589,384B,8,10,コ    ク    くら    ,"warehouse, storehouse "
,庭,1957,590,446D,8,10,テイ    にわ    Name Readings:  ば    ,"courtyard, garden, yard "
,式,1144,353,3C30,8,6,シキ    Name Readings:  のり    ,"style, ceremony, rite, function, method, system, form, expression "
,役,2714,884,4C72,8,7,ヤク    エキ    Name Readings:  ちゃく    ,"duty, war, campaign, drafted labor, office, service, role "
,待,1744,879,4254,8,9,タイ    ま.つ    -ま.ち    Name Readings:  まち    まつ    ,"wait, depend on "
,急,532,1146,355E,8,9,キュウ    いそ.ぐ    いそ.ぎ    ,"hurry, emergency, sudden, steep "
,息,1701,610,4229,8,10,ソク    いき    ,"breath, respiration, son, interest (on money) "
,悪,13,1810,302D,8,11,アク    オ    わる.い    わる-    あ.し    にく.い    -にく.い    ああ    いずくに    いずくんぞ    にく.む    ,"bad, vice, rascal, false, evil, wrong "
,悲,2321,1635,4861,8,12,ヒ    かな.しい    かな.しむ    ,"jail cell, grieve, sad, deplore, regret "
,想,1657,609,415B,8,13,ソウ    ソ    おも.う    ,"concept, think, idea, thought "
,意,53,608,3055,8,13,イ    Name Readings:  もと    よし    ,"idea, mind, heart, taste, thought, desire, care, liking "
,感,398,615,3436,8,13,カン    ,"emotion, feeling, sensation "
,所,1296,1127,3D6A,8,8,ショ    ところ    -ところ    どころ    とこ    Name Readings:  せ    ,place 
,打,1731,653,4247,8,5,ダ    ダアス    う.つ    う.ち-    ぶ.つ    Name Readings:  うち    ,"strike, hit, knock, pound, dozen "
,投,2048,706,456A,8,7,トウ    な.げる    -な.げ    ,"throw, discard, abandon, launch into, join, invest in, hurl, give up, sell at a loss "
,拾,1228,667,3D26,8,9,シュウ    ジュウ    ひろ.う    ,"pick up, gather, find, go on foot, ten "
,持,1127,660,3B7D,8,9,ジ    も.つ    -も.ち    も.てる    Name Readings:  もち    もつ    ,"hold, have "
,指,1090,659,3B58,8,9,シ    ゆび    さ.す    -さ.し    Name Readings:  い    いぶ    さし    さす    ,"finger, point to, indicate, put into, play (chess), measure (ruler) "
,放,2536,496,4A7C,8,8,ホウ    はな.す    -っぱな.し    はな.つ    はな.れる    ほう.る    Name Readings:  はなれ    ,"set free, release, fire, shoot, emit, banish, liberate "
,整,1520,1670,4030,8,16,セイ    ととの.える    ととの.う    Name Readings:  ひとし    ,"organize, arranging, tune, tone, meter, key (music) "
,旅,2845,1048,4E39,8,10,リョ    たび    ,"trip, travel "
,族,1710,1222,4232,8,11,ゾク    Name Readings:  つぎ    ,"tribe, family "
,昔,1550,1184,404E,8,8,セキ    シャク    むかし    ,"once upon a time, antiquity, old times "
,昭,1344,87,3E3C,8,9,ショウ    Name Readings:  あき    あきら    かず    かずみ    てる    ,"shining, bright "
,暑,1297,1260,3D6B,8,12,ショ    あつ.い    ,"sultry, hot, summer heat "
,暗,37,480,3045,8,13,アン    くら.い    ,"darkness, disappear, shade, informal, grow dark, be blinded "
,曲,606,1172,364A,8,6,キョク    ま.がる    ま.げる    Name Readings:  まがた    ,"bend, music, melody, composition, pleasure, injustice, fault, curve, crooked, perverse, lean "
,有,2739,79,4D2D,8,6,ユウ    ウ    あ.る    Name Readings:  あ    あら    あり    ある    くに    なお    ゆ    ,"possess, have, exist, happen, occur, approx "
,服,2444,1399,497E,8,8,フク    Name Readings:  はっ    はつ    はら    ,"clothing, admit, obey, discharge "
,期,468,1765,347C,8,12,キ    ゴ    ,"period, time, date, term "
,板,2292,724,4844,8,8,ハン    バン    いた    ,"plank, board, plate, stage "
,柱,1862,268,436C,8,9,チュウ    はしら    ,"pillar, post, cylinder, support "
,根,952,1461,3A2C,8,10,コン    ね    -ね    ,"root, radical, head (pimple) "
,植,1412,205,3F22,8,12,ショク    う.える    う.わる    Name Readings:  うえ    え    げ    ,plant 
,業,604,1792,3648,8,13,ギョウ    ゴウ    わざ    Name Readings:  なり    のぶ    ,"business, vocation, arts, performance "
,様,2771,933,4D4D,8,14,ヨウ    ショウ    さま    さん    ,"Esq., way, manner, situation, polite suffix "
,横,191,1751,3223,8,15,オウ    よこ    ,"sideways, side, horizontal, width, woof "
,橋,586,429,3636,8,16,キョウ    はし    Name Readings:  ばせ    ,bridge 
,次,1129,471,3C21,8,6,ジ    シ    つ.ぐ    つぎ    Name Readings:  き    すき    つぐ    よし    ,"next, order, sequence "
,歯,1119,1171,3B75,8,12,シ    よわい    は    よわ.い    よわい.する    ,"tooth, cog "
